id,professional_roles,experience,schedule,employment,employer,accept_handicapped,key_skills,city,salary_from,salary_to,field_of_activity
72127862,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Могочино,42760,55000,Инженерия и строительство
72127872,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Каргала,42760,55000,Инженерия и строительство
72127872,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Каргала,42760,55000,Инженерия и строительство
72127872,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Каргала,42760,55000,Инженерия и строительство
72127872,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Каргала,42760,55000,Инженерия и строительство
72127872,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Каргала,42760,55000,Инженерия и строительство
72127856,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Первомайское (Томская область),42760,55000,Инженерия и строительство
72127856,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Первомайское (Томская область),42760,55000,Инженерия и строительство
72127856,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Первомайское (Томская область),42760,55000,Инженерия и строительство
72127856,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Первомайское (Томская область),42760,55000,Инженерия и строительство
72127856,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Первомайское (Томская область),42760,55000,Инженерия и строительство
72127847,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Чажемто,42760,55000,Инженерия и строительство
72127847,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Чажемто,42760,55000,Инженерия и строительство
72127847,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Чажемто,42760,55000,Инженерия и строительство
72127847,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Чажемто,42760,55000,Инженерия и строительство
72127847,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Чажемто,42760,55000,Инженерия и строительство
72127853,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Самусь,42760,55000,Инженерия и строительство
72127853,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Самусь,42760,55000,Инженерия и строительство
72127853,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Самусь,42760,55000,Инженерия и строительство
72127853,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Самусь,42760,55000,Инженерия и строительство
72127853,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Самусь,42760,55000,Инженерия и строительство
72127867,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Колпашево,42760,55000,Инженерия и строительство
72127867,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Колпашево,42760,55000,Инженерия и строительство
72127867,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Колпашево,42760,55000,Инженерия и строительство
72127867,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Колпашево,42760,55000,Инженерия и строительство
72127867,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Колпашево,42760,55000,Инженерия и строительство
72127854,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Рыбалово,42760,55000,Инженерия и строительство
72127854,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Рыбалово,42760,55000,Инженерия и строительство
72127854,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Рыбалово,42760,55000,Инженерия и строительство
72127854,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Рыбалово,42760,55000,Инженерия и строительство
72127854,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Рыбалово,42760,55000,Инженерия и строительство
72127857,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Парбиг,42760,55000,Инженерия и строительство
72127857,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Парбиг,42760,55000,Инженерия и строительство
72127857,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Парбиг,42760,55000,Инженерия и строительство
72127857,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Парбиг,42760,55000,Инженерия и строительство
72127857,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Парбиг,42760,55000,Инженерия и строительство
72127865,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Копылово,42760,55000,Инженерия и строительство
72127865,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Копылово,42760,55000,Инженерия и строительство
72127865,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Копылово,42760,55000,Инженерия и строительство
72127865,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Копылово,42760,55000,Инженерия и строительство
72127865,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Копылово,42760,55000,Инженерия и строительство
72127864,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Курлек,42760,55000,Инженерия и строительство
72127864,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Курлек,42760,55000,Инженерия и строительство
72127864,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Курлек,42760,55000,Инженерия и строительство
72127864,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Курлек,42760,55000,Инженерия и строительство
72127864,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Курлек,42760,55000,Инженерия и строительство
72127870,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Кедровый,42760,55000,Инженерия и строительство
72127870,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Кедровый,42760,55000,Инженерия и строительство
72127870,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Кедровый,42760,55000,Инженерия и строительство
72127870,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Кедровый,42760,55000,Инженерия и строительство
72127870,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Кедровый,42760,55000,Инженерия и строительство
72127866,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Кривошеино,42760,55000,Инженерия и строительство
72127866,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Кривошеино,42760,55000,Инженерия и строительство
72127866,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Кривошеино,42760,55000,Инженерия и строительство
72127866,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Кривошеино,42760,55000,Инженерия и строительство
72127866,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Кривошеино,42760,55000,Инженерия и строительство
72127869,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,ГРАНД-Смета,Кисловка,42760,55000,Инженерия и строительство
72127869,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Кисловка,42760,55000,Инженерия и строительство
72127869,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Базовые знания ПК,Кисловка,42760,55000,Инженерия и строительство
72127869,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Разработка сметной документации,Кисловка,42760,55000,Инженерия и строительство
72127869,"Инженер ПТО, инженер-сметчик",1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение чертежей,Кисловка,42760,55000,Инженерия и строительство
72128119,Менеджер ресторана,1-3,full_day,full,Нордритэйл,0,Продажи,Томск,53591,90000,Сфера обслуживания
72128119,Менеджер ресторана,1-3,full_day,full,Нордритэйл,0,Целеустремленность и работоспособность,Томск,53591,90000,Сфера обслуживания
72128119,Менеджер ресторана,1-3,full_day,full,Нордритэйл,0,Работа в команде,Томск,53591,90000,Сфера обслуживания
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,AutoCAD,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Autodesk Revit,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Коммуникативная грамотность,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ремонт помещений,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Организаторские навыки,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение проектной документации,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Работа в команде,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Формирование технических заданий,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление персоналом,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Microsoft Office,Бакчар,45200,60000,Инженерия и строительство
72129538,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление проектами,Бакчар,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,AutoCAD,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Autodesk Revit,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Коммуникативная грамотность,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ремонт помещений,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Организаторские навыки,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение проектной документации,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Работа в команде,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Формирование технических заданий,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление персоналом,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Microsoft Office,Богашёво,45200,60000,Инженерия и строительство
72129540,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление проектами,Богашёво,45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,AutoCAD,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Autodesk Revit,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Коммуникативная грамотность,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ремонт помещений,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Организаторские навыки,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение проектной документации,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Работа в команде,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Формирование технических заданий,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление персоналом,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Microsoft Office,Северск (Томская область),45200,60000,Инженерия и строительство
72129531,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление проектами,Северск (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,AutoCAD,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Autodesk Revit,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Коммуникативная грамотность,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ремонт помещений,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Организаторские навыки,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение проектной документации,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Работа в команде,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Формирование технических заданий,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление персоналом,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Microsoft Office,Светлый (Томская область),45200,60000,Инженерия и строительство
72129530,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление проектами,Светлый (Томская область),45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,AutoCAD,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Autodesk Revit,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Коммуникативная грамотность,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ремонт помещений,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Организаторские навыки,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Чтение проектной документации,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Работа в команде,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Формирование технических заданий,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление персоналом,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Microsoft Office,Колпашево,45200,60000,Инженерия и строительство
72129534,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Управление проектами,Колпашево,45200,60000,Инженерия и строительство
72129529,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,AutoCAD,Первомайское (Томская область),45200,60000,Инженерия и строительство
72129529,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Autodesk Revit,Первомайское (Томская область),45200,60000,Инженерия и строительство
72129529,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Ведение документооборота,Первомайское (Томская область),45200,60000,Инженерия и строительство
72129529,Главный инженер проекта,1-3,full_day,full,ОГКУ Облстройзаказчик,0,Коммуникативная грамотность,Первомайское (Томская область),45200,60000,Инженерия и строительство
